"","caseid","child_id","age_child","mother_id","first_born","sex_child","child_residence","child_alive","marital_status","union_status","num_union_status","age_cohabitation","first_sex","edu_level_mother","num_trips","owner_house","wealth_index","type_residence","traveled_12","partners_education","currently_working","literacy","current_age_respondent","type_dejure_residence","age_first_sex","worked_12_temp","worked_12","child_foster"
"608","231135  2","01",1,"2311352",0,1,0,1,2,1,1,19,19,2,1,0,4,1,0,2,1,2,31,1,19,2,1,0
"609","2311 4  3","01",0,"231143",1,1,0,1,5,2,1,16,19,2,0,0,1,1,0,2,0,2,20,1,19,0,0,0
"610","231171  2","01",1,"2311712",0,2,0,1,2,1,1,19,17,2,1,0,1,1,0,1,0,2,28,1,17,0,0,0
"611","231191  4","01",3,"2311914",1,2,0,1,5,2,1,16,14,1,0,0,2,1,0,2,0,2,20,1,14,0,0,0
"612","231144  1","01",9,"2311441",0,1,0,1,3,2,1,33,30,3,0,0,2,1,0,1,1,2,47,1,30,2,1,0
"613","231127  2","01",0,"2311272",0,2,0,1,2,1,1,19,17,3,0,0,1,1,0,1,0,2,24,1,17,0,0,0
"614","289662  1","01",8,"2896621",0,2,0,1,3,2,2,16,15,1,0,0,1,1,0,2,1,1,28,1,15,2,1,0
"615","289674  2","01",16,"2896742",0,2,0,1,1,1,1,22,22,2,10,2,3,1,0,2,1,2,49,1,22,2,1,0
"616","289638  2","01",5,"2896382",0,2,0,1,2,1,1,16,14,3,1,2,3,1,0,3,1,2,25,1,14,2,1,0
"617","289623  3","01",2,"2896233",1,1,0,1,5,2,1,13,13,1,0,0,3,1,0,2,0,1,17,1,13,0,0,0
"618","289654  2","01",10,"2896542",0,2,0,1,1,1,1,23,97,1,0,1,1,1,0,1,1,2,42,1,NA,2,1,0
"619","289611  1","01",2,"2896111",0,2,0,1,2,1,1,18,18,2,1,0,1,1,0,1,0,2,29,1,18,0,0,0
"620","289696  2","01",6,"2896962",0,2,0,1,2,1,1,15,97,0,0,0,1,1,0,0,1,0,40,1,NA,2,1,0
"621","289657  2","01",1,"2896572",0,1,0,1,0,0,NA,NA,20,3,2,0,3,1,0,NA,1,2,29,1,20,2,1,0
"622","239380  2","01",16,"2393802",0,2,0,1,2,1,1,16,16,2,0,2,3,1,0,2,0,2,41,1,16,0,0,0
"623","239321  2","01",2,"2393212",1,1,0,1,2,1,1,15,15,2,0,1,1,1,0,3,0,2,18,1,15,1,0,0
"624","239396  2","01",3,"2393962",1,2,0,1,0,0,NA,NA,28,0,0,0,4,1,0,NA,0,0,32,1,28,0,0,0
"625","239338  3","01",12,"2393383",1,1,0,1,5,2,1,22,21,2,2,0,3,1,0,1,0,2,35,1,21,0,0,0
"626","2393 4  2","01",3,"239342",0,1,0,1,2,1,1,19,17,1,1,0,3,1,0,8,1,0,28,1,17,2,1,0
"627","239379  2","01",9,"2393792",0,2,0,1,2,1,2,13,13,0,4,0,1,1,0,8,1,0,49,1,13,2,1,0
"628","239379  3","01",2,"2393793",1,2,0,1,2,1,1,13,14,1,0,0,1,1,0,0,0,2,17,1,14,0,0,0
"629","239351  2","01",1,"2393512",0,1,0,1,2,1,2,18,18,1,1,0,1,1,0,1,0,0,27,1,18,0,0,0
"630","239334  2","01",1,"2393342",1,1,4,1,2,1,2,17,13,1,0,2,1,1,0,2,0,2,17,1,13,0,0,1
"631","186147  2","01",1,"1861472",1,1,0,1,5,2,1,16,16,2,0,0,2,1,0,2,0,2,19,1,16,0,0,0
"632","186184  2","01",0,"1861842",0,2,0,1,2,1,1,19,14,2,3,0,4,1,0,8,1,2,23,1,14,2,1,0
"633","186125  4","01",0,"1861254",1,2,0,1,5,2,1,19,19,2,0,0,3,1,0,0,0,2,21,1,19,1,0,0
"634","1861 6  3","01",2,"186163",0,2,0,1,5,2,2,14,14,2,0,0,1,1,0,2,1,2,33,1,14,2,1,0
"635","186124  2","01",1,"1861242",1,1,0,1,2,1,1,16,16,2,1,0,2,1,0,1,1,2,19,1,16,2,1,0
"636","186153  3","01",5,"1861533",1,1,0,1,0,0,NA,NA,17,1,0,0,4,1,0,NA,1,2,24,1,17,2,1,0
"637","186198  2","01",1,"1861982",0,1,0,1,2,1,1,21,18,1,1,0,2,1,0,3,0,2,37,7,18,1,0,0
"638","186160  2","01",15,"1861602",0,1,0,1,1,1,1,18,18,3,0,0,5,1,0,2,1,2,37,1,18,2,1,0
"639","185744  1","01",13,"1857441",0,1,0,1,5,2,2,15,17,1,0,1,1,1,0,8,1,2,39,1,17,2,1,0
"640","185790  2","01",5,"1857902",1,2,0,1,5,2,2,19,19,1,0,0,2,1,0,3,1,0,30,1,19,2,1,0
"641","185710  1","01",15,"1857101",0,1,0,1,5,2,2,23,20,1,7,2,3,1,0,1,0,2,49,1,20,0,0,0
"642","185716  1","01",9,"1857161",0,1,0,1,2,1,1,19,18,3,1,2,4,1,0,3,1,2,31,1,18,2,1,0
"643","185763  2","01",0,"1857632",0,1,0,1,2,1,1,14,14,2,2,2,1,1,0,1,0,2,25,1,14,0,0,0
"644","185786  2","01",8,"1857862",1,2,0,1,2,1,1,32,17,3,0,0,4,1,0,3,0,2,32,1,17,0,0,0
"645","323192  2","01",3,"3231922",0,2,0,1,2,1,1,15,13,1,0,2,4,1,0,2,0,0,28,1,13,0,0,0
"646","323162  1","01",12,"3231621",0,2,0,1,2,1,1,15,14,1,0,0,2,1,0,2,0,2,35,1,14,0,0,0
"647","323194  2","01",9,"3231942",0,1,0,1,2,1,1,16,16,2,0,0,2,1,0,1,0,2,38,1,16,0,0,0
"648","323126  5","01",1,"3231265",0,1,0,1,2,1,1,21,15,2,10,0,2,1,0,1,1,2,29,7,15,2,1,0
"649","323113  2","01",3,"3231132",1,1,0,1,1,1,1,23,25,2,3,0,3,1,0,3,0,2,29,1,25,0,0,0
"650","323180  3","01",6,"3231803",1,1,0,1,5,2,1,14,14,2,1,0,2,1,0,1,0,2,22,1,14,1,0,0
"651","323131  1","01",4,"3231311",0,1,0,1,5,2,2,18,18,1,0,0,1,1,0,8,0,2,38,1,18,1,0,0
"652","323156  2","01",1,"3231562",0,2,0,1,2,1,2,17,14,1,7,0,2,1,0,2,1,2,25,1,14,2,1,0
"653","323127  2","01",4,"3231272",0,1,0,1,1,1,1,23,23,3,1,2,5,1,0,3,1,2,38,1,23,2,1,0
"654","3231 1  2","01",3,"323112",0,1,0,1,1,1,1,24,20,3,0,2,3,1,0,3,1,2,43,1,20,2,1,0
"655","323148  2","01",0,"3231482",0,1,0,1,2,1,1,19,17,2,1,0,4,1,0,2,0,2,23,1,17,0,0,0
"656","323115  2","01",0,"3231152",0,1,0,1,1,1,1,17,15,2,0,0,3,1,0,2,0,2,23,1,15,0,0,0
"657","3231 2  1","01",3,"323121",0,1,0,1,5,2,1,16,16,3,0,1,3,1,0,1,1,2,33,1,16,2,1,0
"658","195120  1","01",14,"1951201",0,1,0,1,2,1,2,16,16,1,0,1,1,1,0,1,1,1,38,1,16,2,1,0
"659","195173  2","01",1,"1951732",0,2,0,1,2,1,1,14,14,1,0,2,1,1,0,1,1,0,24,1,14,2,1,0
"660","195128  1","01",1,"1951281",0,2,0,1,2,1,2,16,14,1,3,0,2,1,0,1,0,2,23,1,14,1,0,0
"661","195112  1","01",3,"1951121",0,2,0,1,1,1,1,21,19,2,1,2,3,1,0,3,1,2,36,1,19,2,1,0
"662","195196  2","01",4,"1951962",0,1,0,1,2,1,2,14,14,1,0,0,3,1,0,2,0,2,33,1,14,0,0,0
"663","195181  2","01",4,"1951812",0,2,0,1,2,1,2,22,22,3,1,0,1,1,0,3,1,2,36,1,22,2,1,0
"664","195150  1","01",0,"1951501",0,2,0,1,2,1,2,14,15,1,1,1,2,1,0,1,0,2,30,1,15,0,0,0
"665","195132  3","01",8,"1951323",1,1,0,1,0,0,NA,NA,18,1,0,0,2,1,0,NA,0,2,39,1,18,0,0,0
"666","195199  1","01",15,"1951991",0,1,0,1,4,2,2,16,16,2,0,0,3,1,0,1,1,2,37,1,16,2,1,0
"667","195199  5","01",1,"1951995",1,2,0,1,5,2,1,18,16,2,2,0,3,1,0,2,0,2,20,1,16,0,0,0
"668","195190  2","01",4,"1951902",1,2,0,1,2,1,2,17,17,3,1,0,4,1,0,2,0,2,26,1,17,0,0,0
"669","151022  1","01",7,"1510221",0,2,0,1,5,2,1,14,15,3,12,0,1,1,0,1,1,2,31,1,15,2,1,0
"670","151090  6","01",0,"1510906",1,2,0,1,2,1,1,14,14,1,2,0,2,1,0,1,0,2,16,1,14,0,0,0
"671","151049  2","01",2,"1510492",0,2,0,1,2,1,1,15,13,1,5,0,1,1,0,1,0,1,30,1,13,1,0,0
"672","151082  2","01",10,"1510822",0,2,0,1,2,1,2,10,11,1,0,2,1,1,0,1,1,2,31,1,11,2,1,0
"673","151019  2","01",3,"1510192",0,1,0,1,2,1,2,15,16,2,1,2,1,1,0,1,1,2,28,1,16,2,1,0
"674","151041  2","01",5,"1510412",0,1,0,1,2,1,2,10,14,2,1,0,1,1,0,2,0,2,24,1,14,0,0,0
"675","151098  2","01",10,"1510982",0,2,0,1,2,1,2,16,16,1,0,1,1,1,0,2,1,1,40,1,16,2,1,0
"676","151098  3","01",4,"1510983",1,1,0,1,5,2,1,18,18,3,0,0,1,1,0,2,0,2,23,1,18,1,0,0
"677","134215  1","01",15,"1342151",0,2,0,1,5,2,1,21,22,2,0,0,3,1,0,3,1,2,41,1,22,2,1,0
"678","134299  2","01",9,"1342992",0,2,0,1,1,1,1,24,20,3,1,3,4,1,0,3,1,2,47,1,20,2,1,0
"679","134236  3","01",13,"1342363",0,1,0,1,5,2,2,13,13,1,0,0,2,1,0,1,1,2,39,1,13,2,1,0
"680","134289  1","01",10,"1342891",0,1,0,1,5,2,1,16,14,2,3,1,3,1,0,2,1,2,35,1,14,2,1,0
"681","134289  3","01",0,"1342893",1,1,0,1,0,0,NA,NA,14,2,1,0,3,1,0,NA,0,2,16,1,14,0,0,0
"682","134230  2","01",2,"1342302",0,2,0,1,5,2,1,22,18,3,8,0,3,1,0,3,0,2,28,1,18,0,0,0
"683","134283  2","01",9,"1342832",0,2,0,1,2,1,1,21,22,3,0,0,3,1,0,3,0,2,34,1,22,0,0,0
"684","134258  1","01",0,"1342581",0,1,0,1,2,1,1,17,18,3,0,0,5,1,0,2,0,2,23,1,18,0,0,0
"685","1342 4  1","01",3,"134241",1,1,0,1,1,1,1,14,13,3,0,0,4,1,0,2,0,2,21,1,13,0,0,0
"686","1342 4  4","01",0,"134244",1,2,0,1,5,2,1,18,17,3,2,0,4,1,0,1,0,2,19,1,17,0,0,0
"687","134271  2","01",11,"1342712",0,1,0,1,2,1,2,17,15,3,0,0,2,1,0,1,1,2,44,1,15,2,1,0
"688","134271  3","01",2,"1342713",0,2,0,1,5,2,1,17,17,1,0,0,2,1,0,1,0,2,23,1,17,0,0,0
"689","134223  1","01",10,"1342231",0,1,0,1,5,2,2,18,13,2,0,1,2,1,0,1,0,2,40,1,13,0,0,0
"690","0874 7  2","01",6,"087472",0,2,0,1,2,1,1,18,18,2,15,2,3,1,0,1,0,2,38,1,18,0,0,0
"691","087469  9","01",4,"0874699",0,2,4,1,5,2,2,13,13,1,4,2,1,1,0,1,0,2,23,7,13,1,0,1
"692","087458  2","01",7,"0874582",0,2,0,1,5,2,2,26,97,3,0,0,1,1,0,1,1,2,39,1,NA,2,1,0
"693","087419  2","01",5,"0874192",0,2,0,1,2,1,2,17,17,2,0,0,2,1,0,1,1,2,29,1,17,2,1,0
"694","087474  2","01",1,"0874742",0,2,0,1,1,1,1,18,16,3,0,2,3,1,0,3,0,2,27,1,16,0,0,0
"695","087426  1","01",5,"0874261",0,2,0,1,5,2,2,18,17,1,1,1,1,1,0,1,1,2,34,1,17,2,1,0
"696","087460  1","01",5,"0874601",0,2,0,1,5,2,2,19,16,1,10,1,4,1,0,2,1,2,36,1,16,2,1,0
"697","087493  3","01",3,"0874933",0,1,0,1,2,1,2,11,11,2,4,0,5,1,0,3,0,2,23,1,11,0,0,0
"698","087438  2","01",4,"0874382",0,1,0,1,1,1,2,18,18,1,2,2,2,1,0,1,0,2,41,1,18,0,0,0
"699","087432  2","01",9,"0874322",0,1,0,1,1,1,2,20,17,2,0,0,3,1,0,2,0,2,38,1,17,0,0,0
"700","211728  1","01",2,"2117281",0,1,0,1,1,1,2,15,15,1,1,0,1,2,0,1,0,1,24,2,15,0,0,0
"701","211729  2","01",9,"2117292",0,1,0,1,2,1,2,30,9,0,0,0,1,2,0,1,1,0,40,2,9,2,1,0
"702","211756  4","01",3,"2117564",0,1,0,1,5,2,1,18,13,1,0,0,2,2,0,1,0,2,23,2,13,1,0,0
"703","211727  2","01",1,"2117272",0,2,0,1,2,1,1,28,20,0,0,0,1,2,0,8,1,3,35,2,20,2,1,0
"704","211779  3","01",3,"2117793",0,1,0,1,5,2,1,13,14,1,2,0,1,2,0,2,0,1,22,2,14,0,0,0
"705","211721  1","01",1,"2117211",0,1,0,1,2,1,1,18,97,1,0,0,1,2,0,1,0,0,23,2,NA,0,0,0
"706","211758  2","01",1,"2117582",0,1,0,1,1,1,2,14,15,1,0,3,1,2,0,1,1,2,28,2,15,2,1,0
"707","288389  3","01",0,"2883893",0,1,0,1,2,1,2,15,14,2,1,0,2,2,0,2,0,2,26,2,14,1,0,0
"708","2883 1  1","01",6,"288311",0,2,0,1,2,1,2,20,16,1,4,2,1,2,0,2,1,0,35,2,16,2,1,0
"709","288354  1","01",10,"2883541",0,2,0,1,2,1,2,26,13,1,0,2,3,2,0,3,1,1,44,2,13,2,1,0
"710","288342  3","01",5,"2883423",1,2,0,1,5,2,1,19,18,3,0,0,3,2,0,3,0,2,26,2,18,1,0,0
"711","288391  2","01",9,"2883912",0,1,0,1,2,1,1,16,17,2,0,1,2,2,0,1,0,2,30,2,17,0,0,0
"712","288349  2","01",4,"2883492",0,1,0,1,2,1,1,18,18,1,0,0,1,2,0,8,0,2,27,2,18,0,0,0
"713","288341  2","01",4,"2883412",1,2,0,1,5,2,1,19,14,2,2,0,2,2,0,2,0,2,23,2,14,0,0,0
"714","288372  6","01",2,"2883726",1,1,0,1,0,0,NA,NA,16,1,1,0,2,2,0,NA,0,2,19,2,16,1,0,0
"715","288372  7","01",0,"2883727",0,1,0,1,5,2,1,14,14,1,0,0,2,2,0,2,0,2,18,2,14,1,0,0
"716","288329  1","01",7,"2883291",0,2,0,1,5,2,1,16,15,3,0,1,1,2,0,1,0,2,32,2,15,0,0,0
"717","288345  2","01",0,"2883452",0,2,0,1,2,1,2,15,15,1,1,0,1,2,0,0,0,0,26,2,15,0,0,0
"718","288339  2","01",0,"2883392",0,2,0,1,2,1,2,14,13,1,0,0,2,2,0,3,1,1,28,2,13,2,1,0
"719","271410  2","01",0,"2714102",0,2,4,1,2,1,2,16,12,1,0,0,1,2,0,8,0,1,26,2,12,1,0,1
"720","271498  2","01",0,"2714982",0,2,0,1,2,1,2,17,17,0,0,0,1,2,0,1,0,0,38,2,17,0,0,0
"721","271434  2","01",1,"2714342",0,1,0,1,2,1,1,14,14,1,0,0,1,2,0,8,0,0,27,2,14,0,0,0
"722","271449  2","01",0,"2714492",0,2,0,1,2,1,1,22,18,2,1,3,1,2,0,2,1,2,26,2,18,2,1,0
"723","271427  1","01",7,"2714271",0,2,0,1,2,1,2,12,12,1,0,1,1,2,0,1,1,0,30,2,12,2,1,0
"724","053072  1","01",1,"0530721",0,1,0,1,2,1,1,13,14,3,0,0,1,2,0,0,0,2,23,2,14,0,0,0
"725","053097  2","01",4,"0530972",0,2,0,1,1,1,1,20,20,2,0,2,1,2,0,1,0,2,43,2,20,0,0,0
"726","0530 4  2","01",3,"053042",0,1,0,1,2,1,2,14,14,2,0,2,1,2,0,1,1,2,32,2,14,2,1,0
"727","053065  2","01",3,"0530652",1,1,0,1,2,1,1,19,19,3,5,0,1,2,0,2,0,2,23,2,19,0,0,0
"728","053012  2","01",2,"0530122",0,1,0,1,2,1,2,19,18,1,0,0,1,2,0,1,0,2,37,2,18,0,0,0
"729","0530 6  2","01",4,"053062",0,2,0,1,2,1,1,18,18,2,0,0,1,2,0,2,0,2,28,2,18,0,0,0
"730","053034  1","01",13,"0530341",0,2,0,1,4,2,1,14,15,1,0,1,1,2,0,1,1,2,41,2,15,2,1,0
"731","105680  2","01",10,"1056802",0,2,0,1,2,1,2,17,17,1,0,2,4,1,0,2,1,2,36,1,17,2,1,0
"732","105698  1","01",12,"1056981",0,1,0,1,3,2,2,21,21,1,4,1,1,1,0,0,0,2,47,1,21,1,0,0
"733","105618  2","01",2,"1056182",1,2,0,1,2,1,1,15,14,2,1,1,1,1,0,2,1,2,21,1,14,3,1,0
"734","105616  2","01",5,"1056162",0,1,0,1,2,1,1,19,19,2,0,2,2,1,0,2,0,2,27,1,19,0,0,0
"735","105685  2","01",6,"1056852",0,2,0,1,2,1,2,12,13,1,0,0,3,1,0,2,1,2,33,1,13,2,1,0
"736","105641  2","01",0,"1056412",1,2,0,1,2,1,1,18,18,2,10,2,4,1,0,3,1,2,20,1,18,2,1,0
"737","105649  2","01",13,"1056492",0,2,0,1,2,1,2,15,15,1,4,0,3,1,0,2,1,2,34,1,15,2,1,0
"738","105645  2","01",2,"1056452",0,2,0,1,2,1,1,20,14,3,0,0,4,1,0,2,1,2,30,1,14,2,1,0
"739","105699  2","01",14,"1056992",0,2,4,1,2,1,2,14,9,1,3,0,2,1,0,1,0,2,39,1,9,0,0,1
"740","270427  4","01",2,"2704274",0,1,0,1,2,1,2,21,18,3,50,1,4,1,0,1,1,2,30,7,18,2,1,0
"741","270458  5","01",0,"2704585",1,1,0,1,2,1,1,17,17,2,1,0,4,1,0,3,0,2,18,1,17,0,0,0
"742","2704 7  1","01",9,"270471",0,1,4,1,2,1,2,12,12,1,20,1,3,1,0,2,1,0,29,1,12,2,1,1
"743","270436  1","01",12,"2704361",0,1,4,1,1,1,2,14,14,3,3,1,4,1,0,3,1,2,35,1,14,2,1,1
"744","090624  2","01",12,"0906242",0,2,0,1,1,1,1,25,25,3,1,2,5,1,0,3,0,2,45,1,25,0,0,0
"745","090661  2","01",5,"0906612",0,1,0,1,2,1,1,16,16,2,0,2,4,1,0,2,0,2,29,1,16,0,0,0
"746","090667  2","01",15,"0906672",0,1,0,1,2,1,2,17,18,3,0,2,2,1,0,1,1,2,42,1,18,2,1,0
"747","090670  4","01",2,"0906704",0,1,4,1,2,1,2,12,12,1,1,0,2,1,0,2,1,2,22,1,12,2,1,1
"748","090658  1","01",0,"0906581",0,1,0,1,4,2,1,21,21,3,3,1,5,1,0,2,1,2,44,1,21,2,1,0
"749","0906 6  2","01",9,"090662",0,2,0,1,2,1,1,26,25,2,1,2,4,1,0,2,1,2,41,1,25,2,1,0
"750","090694  2","01",12,"0906942",0,2,0,1,2,1,1,18,18,1,0,2,5,1,0,3,0,2,39,1,18,0,0,0
"751","0906 7  1","01",1,"090671",0,1,0,1,2,1,2,15,14,0,0,0,1,1,0,8,0,0,38,1,14,0,0,0
"752","090662  2","01",4,"0906622",0,1,0,1,2,1,1,20,20,2,2,0,3,1,0,3,1,2,32,1,20,2,1,0
"753","139034  1","01",10,"1390341",0,2,0,1,5,2,1,16,16,1,0,0,3,1,0,2,1,2,42,1,16,2,1,0
"754","139023  1","01",9,"1390231",1,1,0,1,0,0,NA,NA,15,1,0,2,3,1,0,NA,0,1,41,1,15,0,0,0
"755","139065  2","01",10,"1390652",1,2,0,1,1,1,1,22,20,2,0,0,3,1,0,2,1,2,33,1,20,2,1,0
"756","139089  2","01",0,"1390892",0,2,0,1,1,1,1,13,12,2,6,2,4,1,0,2,1,2,31,1,12,2,1,0
"757","139048  2","01",16,"1390482",0,2,0,1,1,1,1,16,16,1,1,2,2,1,0,1,0,1,40,1,16,0,0,0
"758","139060  2","01",2,"1390602",0,2,0,1,5,2,1,17,17,1,5,0,2,1,0,8,0,1,29,1,17,0,0,0
"759","139036  3","01",0,"1390363",1,1,0,1,5,2,1,33,33,3,3,0,4,1,0,3,1,2,34,1,33,2,1,0
"760","276659  2","01",15,"2766592",0,2,0,1,1,1,2,15,15,3,1,2,4,1,0,1,1,2,37,1,15,2,1,0
"761","276692  1","01",11,"2766921",0,2,0,1,5,2,1,17,17,1,0,1,2,1,0,1,1,2,39,1,17,2,1,0
"762","276680  2","01",4,"2766802",0,2,0,1,2,1,1,17,17,1,0,0,3,1,0,2,1,2,31,1,17,2,1,0
"763","276680  6","01",7,"2766806",0,2,4,1,5,2,1,15,15,1,1,0,3,1,0,2,0,2,25,1,15,1,0,1
"764","276621  1","01",11,"2766211",0,2,0,1,5,2,2,17,17,1,4,0,2,1,0,8,0,2,45,1,17,1,0,0
"765","276621  2","01",0,"2766212",1,2,0,1,2,1,1,21,21,3,0,0,2,1,0,3,1,2,24,1,21,2,1,0
"766","276626  1","01",16,"2766261",0,2,0,1,1,1,1,19,19,2,0,0,3,1,0,1,0,2,45,1,19,0,0,0
"767","276628  3","01",0,"2766283",1,1,0,1,2,1,1,21,16,3,2,0,3,1,0,2,0,2,25,7,16,1,0,0
"768","276615  2","01",9,"2766152",0,2,0,1,2,1,2,15,15,2,20,0,2,1,0,3,1,2,32,1,15,2,1,0
"769","2805 3  2","01",7,"280532",0,2,0,1,2,1,2,16,15,1,0,2,1,2,0,1,1,2,38,2,15,2,1,0
"770","280554  2","01",15,"2805542",0,2,0,1,2,1,2,18,18,1,1,0,1,2,0,1,1,2,43,2,18,2,1,0
"771","280540  2","01",4,"2805402",0,1,0,1,2,1,2,15,15,1,2,0,1,2,0,2,0,2,31,2,15,0,0,0
"772","280555  2","01",13,"2805552",0,1,0,1,2,1,1,17,17,1,1,2,1,2,0,1,1,1,35,2,17,2,1,0
"773","280579  1","01",7,"2805791",0,2,0,1,5,2,2,13,13,1,0,1,1,2,0,0,1,0,33,2,13,2,1,0
"774","2805 9  4","01",1,"280594",0,2,0,1,1,1,1,24,19,1,1,0,3,2,0,2,0,2,38,2,19,0,0,0
"775","1752 7  1","01",14,"175271",0,2,0,1,5,2,2,14,14,1,6,1,2,2,0,2,0,2,42,2,14,0,0,0
"776","1752 7  2","01",1,"175272",1,2,0,1,5,2,2,18,16,2,0,0,2,2,0,3,0,2,23,2,16,1,0,0
"777","175251  2","01",13,"1752512",1,2,0,1,2,1,1,23,19,1,1,2,2,2,0,1,0,2,37,2,19,0,0,0
"778","175298  2","01",6,"1752982",0,1,0,1,2,1,2,14,14,1,3,0,3,2,0,1,0,2,33,2,14,0,0,0
"779","175239  1","01",1,"1752391",1,2,0,1,5,2,1,21,21,3,0,0,1,2,0,2,1,2,23,2,21,2,1,0
"780","175239  3","01",10,"1752393",1,1,0,1,0,0,NA,NA,19,1,0,0,1,2,0,NA,0,0,29,2,19,0,0,0
"781","175245  3","01",0,"1752453",0,1,0,1,5,2,1,14,13,1,0,0,1,2,0,1,0,2,17,2,13,0,0,0
"782","175254  2","01",5,"1752542",0,1,0,1,2,1,2,16,15,1,0,2,1,2,0,1,1,0,40,2,15,2,1,0
"783","175266  2","01",2,"1752662",0,2,0,1,1,1,1,17,17,3,2,1,2,2,0,2,1,2,26,2,17,3,1,0
"784","175289  2","01",16,"1752892",0,1,4,1,2,1,2,16,16,1,1,0,1,2,0,2,0,2,40,2,16,0,0,1
"785","103824  2","01",4,"1038242",0,2,0,1,2,1,1,20,20,3,5,0,1,2,0,2,1,2,27,2,20,2,1,0
"786","103879  2","01",7,"1038792",0,1,0,1,2,1,1,13,15,1,0,2,1,2,0,1,1,2,36,2,15,2,1,0
"787","103841  2","01",14,"1038412",0,1,0,1,2,1,1,17,17,1,1,2,2,2,0,1,0,2,41,2,17,1,0,0
"788","103830  2","01",3,"1038302",0,2,0,1,2,1,2,17,17,2,2,2,5,2,0,2,1,2,33,2,17,2,1,0
"789","103825  2","01",1,"1038252",1,2,0,1,2,1,1,25,25,3,0,0,5,2,0,3,0,2,30,2,25,0,0,0
"790","107794  1","01",10,"1077941",0,1,0,1,5,2,1,16,16,1,0,0,5,1,0,1,0,2,34,1,16,0,0,0
"791","107781  1","01",2,"1077811",0,1,0,1,2,1,2,25,25,1,0,1,5,1,0,1,0,2,34,1,25,0,0,0
"792","1077 1  2","01",4,"107712",1,1,0,1,5,2,2,17,17,3,0,3,5,1,1,2,0,2,27,1,17,1,0,0
"793","132421  2","01",11,"1324212",0,2,0,1,1,1,2,14,12,2,0,0,5,1,0,3,0,2,34,1,12,1,0,0
"794","132440  3","01",7,"1324403",1,2,0,1,4,2,1,28,28,3,0,0,5,1,0,3,1,2,47,1,28,2,1,0
"795","132433  2","01",4,"1324332",0,1,0,1,2,1,2,25,25,3,0,1,3,1,0,1,0,2,45,1,25,0,0,0
"796","1324 8  2","01",3,"132482",0,2,0,1,5,2,1,21,13,2,0,0,5,1,0,2,0,2,26,1,13,0,0,0
"797","132450  1","01",4,"1324501",0,2,0,1,1,1,1,24,17,3,2,1,5,1,0,1,1,2,40,1,17,2,1,0
"798","132413  2","01",6,"1324132",0,1,0,1,2,1,1,21,19,3,5,1,4,1,0,2,0,2,34,1,19,0,0,0
"799","045869  4","01",5,"0458694",1,2,0,1,0,0,NA,NA,13,3,1,0,3,1,0,NA,0,2,22,1,13,0,0,0
"800","0458 6  3","01",1,"045863",0,1,0,1,2,1,2,17,17,3,48,0,3,1,0,1,1,2,25,1,17,2,1,0
"801","045840  1","01",6,"0458401",0,1,0,1,1,1,2,18,16,1,0,0,2,1,0,1,1,2,40,1,16,2,1,0
"802","045860  2","01",15,"0458602",0,2,0,1,2,1,1,20,20,2,0,0,4,1,0,2,1,2,43,1,20,2,1,0
"803","045817  1","01",12,"0458171",0,1,0,1,5,2,1,16,13,1,2,2,4,1,0,8,0,2,43,1,13,0,0,0
"804","045828  2","01",4,"0458282",1,2,0,1,0,0,NA,NA,13,1,0,0,3,1,0,NA,1,2,20,1,13,2,1,0
"805","045867  2","01",14,"0458672",0,1,0,1,2,1,1,21,21,1,0,0,3,1,0,1,0,2,39,1,21,0,0,0
"806","045867  3","01",1,"0458673",1,2,0,1,5,2,1,14,14,2,0,0,3,1,0,8,0,2,16,1,14,0,0,0
"807","045837  1","01",14,"0458371",0,1,4,1,5,2,2,17,17,1,0,1,4,1,0,8,1,1,41,1,17,2,1,1
"808","045870  1","01",13,"0458701",0,1,0,1,5,2,1,17,15,1,0,0,4,1,0,3,1,2,44,1,15,2,1,0
"809","045853  2","01",3,"0458532",0,1,0,1,2,1,2,16,16,3,0,0,3,1,0,1,1,2,31,1,16,2,1,0
"810","045888  1","01",0,"0458881",1,2,0,1,5,2,1,19,15,3,1,0,1,1,0,2,0,2,19,1,15,0,0,0
"811","045872  1","01",1,"0458721",1,1,0,1,2,1,2,20,17,3,0,0,5,1,0,2,1,2,25,1,17,2,1,0
"812","045857  2","01",2,"0458572",0,1,0,1,1,1,1,26,26,3,0,0,3,1,0,2,1,2,35,1,26,2,1,0
"813","1436 1  2","01",12,"143612",0,1,0,1,1,1,1,25,97,2,1,2,4,1,0,2,1,2,44,1,NA,2,1,0
"814","143647  1","01",0,"1436471",0,1,0,1,2,1,2,15,15,3,4,2,5,1,0,2,1,2,33,1,15,2,1,0
"815","143655  1","01",15,"1436551",0,1,0,1,5,2,1,24,24,2,2,0,4,1,0,1,1,2,46,1,24,2,1,0
"816","143631  1","01",16,"1436311",0,2,0,1,5,2,2,16,16,2,0,0,5,1,0,3,0,2,45,1,16,0,0,0
"817","1436 5  1","01",6,"143651",1,2,4,1,5,2,1,19,19,3,0,0,4,1,0,1,0,2,29,1,19,0,0,1
"818","1436 5  2","01",1,"143652",0,2,4,1,5,2,2,14,14,3,0,0,4,1,0,2,1,2,25,1,14,2,1,1
"819","1436 6  2","01",3,"143662",1,2,0,1,2,1,1,15,15,2,8,0,4,1,0,2,0,2,19,1,15,0,0,0
